treatment,apid,rowi,coli,wllt,wllq,conc,rval,srcf,acsn
Sodium Orthovanadate,MW1007-27a,6,3,t,1,0.3,51.5,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Sodium Orthovanadate,MW1007-27b,6,3,t,1,0.3,102,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Sodium Orthovanadate,MW1007-38,6,3,t,1,0.3,43.5,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Sodium Orthovanadate,MW1007-26a,6,4,t,1,0.3,92.5,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Sodium Orthovanadate,MW1007-104,6,5,t,1,0.3,80.5,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Sodium Orthovanadate,MW1007-26b,6,5,t,1,0.3,59,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Acetaminophen,MW1007-26a,1,4,t,1,1,90.5,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Acetaminophen,MW1007-27a,1,4,t,1,1,52,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Acetaminophen,MW1007-27b,1,4,t,1,1,93,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Acetaminophen,MW1007-38,1,4,t,1,1,41,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Bisindolymaleimide 1,MW1007-104,1,5,t,1,1,36.5,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Bisindolymaleimide 1,MW1007-26a,2,5,t,1,1,74,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Bisindolymaleimide 1,MW1007-26b,2,5,t,1,1,33,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Bisindolymaleimide 1,MW1007-27a,2,5,t,1,1,46,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Bisindolymaleimide 1,MW1007-27b,2,5,t,1,1,89.5,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Bisindolymaleimide 1,MW1007-38,2,5,t,1,1,33,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Bisindolymaleimide 1,MW1007-104,4,5,t,1,1,38.5,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Bisindolymaleimide 1,MW1007-26b,5,5,t,1,1,33,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Domoic Acid,MW1007-27a,3,7,t,1,1,36,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Domoic Acid,MW1007-27b,3,7,t,1,1,66,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Domoic Acid,MW1007-38,3,7,t,1,1,38.5,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Glyphosate,MW1007-26b,1,4,t,1,1,25.5,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Glyphosate,MW1007-104,2,4,t,1,1,54.25,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Glyphosate,MW1007-26b,4,4,t,1,1,51.5,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Glyphosate,MW1007-104,5,4,t,1,1,73.25,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Loperamide,MW1007-26a,4,4,t,1,1,57.5,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Loperamide,MW1007-27a,4,4,t,1,1,50,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Loperamide,MW1007-27b,4,4,t,1,1,61.5,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Loperamide,MW1007-38,4,4,t,1,1,29.5,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Mevastatin,MW1007-26a,5,4,t,1,1,29.5,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Mevastatin,MW1007-27a,5,4,t,1,1,5.5,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Mevastatin,MW1007-27b,5,4,t,1,1,70.5,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Mevastatin,MW1007-38,5,4,t,1,1,7.5,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Sodium Orthovanadate,MW1007-104,3,6,t,1,1,77,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Sodium Orthovanadate,MW1007-26b,3,6,t,1,1,57,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Sodium Orthovanadate,MW1007-27a,6,4,t,1,1,38.5,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Sodium Orthovanadate,MW1007-27b,6,4,t,1,1,99.5,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Sodium Orthovanadate,MW1007-38,6,4,t,1,1,32.5,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Sodium Orthovanadate,MW1007-26a,6,5,t,1,1,92,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Sodium Orthovanadate,MW1007-104,6,6,t,1,1,65,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Sodium Orthovanadate,MW1007-26b,6,6,t,1,1,54.5,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Acetaminophen,MW1007-26a,1,6,t,1,10,99,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Acetaminophen,MW1007-27a,1,6,t,1,10,63.5,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Acetaminophen,MW1007-27b,1,6,t,1,10,99,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Acetaminophen,MW1007-38,1,6,t,1,10,42.5,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Bisindolymaleimide 1,MW1007-104,1,7,t,1,10,0,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Bisindolymaleimide 1,MW1007-26a,2,7,t,1,10,0,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Bisindolymaleimide 1,MW1007-27a,2,7,t,1,10,0,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Bisindolymaleimide 1,MW1007-27b,2,7,t,1,10,0,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Bisindolymaleimide 1,MW1007-38,2,7,t,1,10,0,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Bisindolymaleimide 1,MW1007-26b,2,8,t,1,10,0,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Bisindolymaleimide 1,MW1007-104,4,7,t,1,10,0,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Bisindolymaleimide 1,MW1007-26b,5,8,t,1,10,42,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Glyphosate,MW1007-26b,1,6,t,1,10,15.5,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Glyphosate,MW1007-104,2,6,t,1,10,40.5,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Glyphosate,MW1007-26b,4,6,t,1,10,45.5,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Glyphosate,MW1007-104,5,6,t,1,10,39.5,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Loperamide,MW1007-26a,4,6,t,1,10,0,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Loperamide,MW1007-27a,4,6,t,1,10,0,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Loperamide,MW1007-27b,4,6,t,1,10,0,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Loperamide,MW1007-38,4,6,t,1,10,0,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Mevastatin,MW1007-26a,5,6,t,1,10,0,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Mevastatin,MW1007-27a,5,6,t,1,10,0,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Mevastatin,MW1007-27b,5,6,t,1,10,1.5,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Mevastatin,MW1007-38,5,6,t,1,10,0,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Sodium Orthovanadate,MW1007-104,3,8,t,1,10,34,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Sodium Orthovanadate,MW1007-26b,3,8,t,1,10,21,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Sodium Orthovanadate,MW1007-27a,6,6,t,1,10,28.5,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Sodium Orthovanadate,MW1007-27b,6,6,t,1,10,82,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Sodium Orthovanadate,MW1007-38,6,6,t,1,10,48,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Sodium Orthovanadate,MW1007-26a,6,7,t,1,10,63,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Sodium Orthovanadate,MW1007-104,6,8,t,1,10,42.5,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Sodium Orthovanadate,MW1007-26b,6,8,t,1,10,23,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Glyphosate,MW1007-26b,1,8,t,1,100,49,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Glyphosate,MW1007-104,2,8,t,1,100,20,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Glyphosate,MW1007-26b,4,8,t,1,100,35,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Glyphosate,MW1007-104,5,8,t,1,100,54.5,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Acetaminophen,MW1007-26a,1,5,t,1,3,84,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Acetaminophen,MW1007-27a,1,5,t,1,3,0,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Acetaminophen,MW1007-27b,1,5,t,1,3,131,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Acetaminophen,MW1007-38,1,5,t,1,3,78,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Bisindolymaleimide 1,MW1007-104,1,6,t,1,3,6.25,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Bisindolymaleimide 1,MW1007-26a,2,6,t,1,3,42.5,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Bisindolymaleimide 1,MW1007-26b,2,6,t,1,3,27,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Bisindolymaleimide 1,MW1007-27a,2,6,t,1,3,3,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Bisindolymaleimide 1,MW1007-27b,2,6,t,1,3,61,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Bisindolymaleimide 1,MW1007-38,2,6,t,1,3,24.5,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Bisindolymaleimide 1,MW1007-104,4,6,t,1,3,28.75,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Bisindolymaleimide 1,MW1007-26b,5,6,t,1,3,13.5,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Glyphosate,MW1007-26b,1,5,t,1,3,59,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Glyphosate,MW1007-104,2,5,t,1,3,73.25,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Glyphosate,MW1007-26b,4,5,t,1,3,27.5,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Glyphosate,MW1007-104,5,5,t,1,3,59.25,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Loperamide,MW1007-26a,4,5,t,1,3,21,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Loperamide,MW1007-27a,4,5,t,1,3,0,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Loperamide,MW1007-27b,4,5,t,1,3,0,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Loperamide,MW1007-38,4,5,t,1,3,0,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Mevastatin,MW1007-26a,5,5,t,1,3,6,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Mevastatin,MW1007-27a,5,5,t,1,3,5.5,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Mevastatin,MW1007-27b,5,5,t,1,3,21,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Mevastatin,MW1007-38,5,5,t,1,3,0,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Sodium Orthovanadate,MW1007-104,3,7,t,1,3,54.5,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Sodium Orthovanadate,MW1007-26b,3,7,t,1,3,55.5,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Sodium Orthovanadate,MW1007-27a,6,5,t,1,3,33.5,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Sodium Orthovanadate,MW1007-27b,6,5,t,1,3,38.5,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Sodium Orthovanadate,MW1007-38,6,5,t,1,3,11,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Sodium Orthovanadate,MW1007-26a,6,6,t,1,3,79,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Sodium Orthovanadate,MW1007-104,6,7,t,1,3,21.5,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Sodium Orthovanadate,MW1007-26b,6,7,t,1,3,45.5,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Acetaminophen,MW1007-26a,1,7,t,1,30,85.5,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Acetaminophen,MW1007-27a,1,7,t,1,30,63.5,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Acetaminophen,MW1007-27b,1,7,t,1,30,102,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Acetaminophen,MW1007-38,1,7,t,1,30,42.5,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Glyphosate,MW1007-26b,1,7,t,1,30,30,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Glyphosate,MW1007-104,2,7,t,1,30,52,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Glyphosate,MW1007-26b,4,7,t,1,30,38.5,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Glyphosate,MW1007-104,5,7,t,1,30,17.5,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Loperamide,MW1007-26a,4,7,t,1,30,0,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Loperamide,MW1007-27a,4,7,t,1,30,0,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Loperamide,MW1007-27b,4,7,t,1,30,0,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Loperamide,MW1007-38,4,7,t,1,30,0,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Mevastatin,MW1007-26a,5,7,t,1,30,0,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Mevastatin,MW1007-27a,5,7,t,1,30,0,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Mevastatin,MW1007-27b,5,7,t,1,30,0,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Mevastatin,MW1007-38,5,7,t,1,30,0,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Sodium Orthovanadate,MW1007-27a,6,7,t,1,30,12,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Sodium Orthovanadate,MW1007-27b,6,7,t,1,30,63,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
Sodium Orthovanadate,MW1007-38,6,7,t,1,30,0,Brown2016_AUC.csv,NHEERL_MEA_dev_bursting_electrodes_number
DMSO,MW1007-104,1,1,n,1,0,213.75,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-26a,1,1,n,1,0,352,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-26b,1,1,n,1,0,891,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-27a,1,1,n,1,0,548.5,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-27b,1,1,n,1,0,431.5,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-38,1,1,n,1,0,488,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-104,1,8,n,1,0,134.25,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-26a,1,8,n,1,0,354,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-27a,1,8,n,1,0,185.5,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-27b,1,8,n,1,0,391,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-38,1,8,n,1,0,620.5,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-104,2,1,n,1,0,282.25,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-26a,2,1,n,1,0,522.5,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-26b,2,1,n,1,0,180,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-27a,2,1,n,1,0,747,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-27b,2,1,n,1,0,306,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-38,2,1,n,1,0,233,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-26b,2,7,n,1,0,82.5,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-26a,2,8,n,1,0,343,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-27a,2,8,n,1,0,669,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-27b,2,8,n,1,0,426.5,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-38,2,8,n,1,0,121.5,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-104,3,1,n,1,0,357.25,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-26a,3,1,n,1,0,433,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-26b,3,1,n,1,0,304.5,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-27a,3,1,n,1,0,412.5,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-27b,3,1,n,1,0,276.5,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-38,3,1,n,1,0,171.5,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-26a,3,8,n,1,0,335.5,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-27a,3,8,n,1,0,76.5,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-27b,3,8,n,1,0,302,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-38,3,8,n,1,0,217,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-104,4,1,n,1,0,275.25,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-26a,4,1,n,1,0,387.5,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-26b,4,1,n,1,0,296,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-27a,4,1,n,1,0,454,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-27b,4,1,n,1,0,254,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-38,4,1,n,1,0,199,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-104,4,8,n,1,0,394.25,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-26a,4,8,n,1,0,427,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-27a,4,8,n,1,0,593.5,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-27b,4,8,n,1,0,349.5,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-38,4,8,n,1,0,539.5,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-104,5,1,n,1,0,440.75,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-26a,5,1,n,1,0,405.5,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-26b,5,1,n,1,0,364.5,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-27a,5,1,n,1,0,545,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-27b,5,1,n,1,0,494.5,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-38,5,1,n,1,0,290,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-26b,5,7,n,1,0,0,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-26a,5,8,n,1,0,589.5,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-27a,5,8,n,1,0,867,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-27b,5,8,n,1,0,223,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-38,5,8,n,1,0,135,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-104,6,1,n,1,0,329.25,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-26a,6,1,n,1,0,259,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-26b,6,1,n,1,0,336,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-27a,6,1,n,1,0,111,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-27b,6,1,n,1,0,181.5,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-38,6,1,n,1,0,624.5,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-26a,6,8,n,1,0,241,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-27a,6,8,n,1,0,895,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-27b,6,8,n,1,0,338.5,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
DMSO,MW1007-38,6,8,n,1,0,396,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
Domoic Acid,MW1007-26a,3,2,t,1,3e-04,538.5,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
Domoic Acid,MW1007-26a,3,3,t,1,0.001,360,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
Domoic Acid,MW1007-27a,3,2,t,1,0.003,507,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
Domoic Acid,MW1007-27b,3,2,t,1,0.003,329.5,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
Domoic Acid,MW1007-38,3,2,t,1,0.003,388.5,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
Domoic Acid,MW1007-26a,3,4,t,1,0.003,193,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
Domoic Acid,MW1007-27a,3,3,t,1,0.01,239,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
Domoic Acid,MW1007-27b,3,3,t,1,0.01,342.5,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
Domoic Acid,MW1007-38,3,3,t,1,0.01,411.5,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
Domoic Acid,MW1007-26a,3,5,t,1,0.01,329,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
Sodium Orthovanadate,MW1007-104,3,2,t,1,0.01,214.25,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
Sodium Orthovanadate,MW1007-26b,3,2,t,1,0.01,206,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
Sodium Orthovanadate,MW1007-104,6,2,t,1,0.01,299.75,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
Sodium Orthovanadate,MW1007-26b,6,2,t,1,0.01,341.5,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
Bisindolymaleimide 1,MW1007-104,1,2,t,1,0.03,299,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
Bisindolymaleimide 1,MW1007-26a,2,2,t,1,0.03,302,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
Bisindolymaleimide 1,MW1007-26b,2,2,t,1,0.03,760.5,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
Bisindolymaleimide 1,MW1007-27a,2,2,t,1,0.03,512.5,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
Bisindolymaleimide 1,MW1007-27b,2,2,t,1,0.03,308,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
Bisindolymaleimide 1,MW1007-38,2,2,t,1,0.03,502,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
Bisindolymaleimide 1,MW1007-104,4,2,t,1,0.03,266.5,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
Bisindolymaleimide 1,MW1007-26b,5,2,t,1,0.03,166.5,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
Domoic Acid,MW1007-27a,3,4,t,1,0.03,603.5,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
Domoic Acid,MW1007-27b,3,4,t,1,0.03,208.5,Brown2016_AUC.csv,NHEERL_MEA_dev_network_spike_number
