"dataset","mea_treatment_name","updated_treatment_name","PREFERRED_NAME","casn","dsstox_substance_id","spid","ALIQUOT_PLATE_BARCODE","filename","notes"
"PFAS2018","1475827","1475827","3-(Perfluoro-2-butyl)propane-1,2-diol","125070-38-4","DTXSID10382147","1475827",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1475828","1475828","Perfluoroglutaryl difluoride","678-78-4","DTXSID50218052","1475828",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1475829","1475829","Nonafluoropentanamide","13485-61-5","DTXSID60400587","1475829",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1475830","1475830","3H-Perfluoro-4-hydroxy-3-penten-2-one","1694-30-0","DTXSID90275806","1475830",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1475831","1475831","3H-Perfluoro-2,2,4,4-tetrahydroxypentane","77953-71-0","DTXSID70379295","1475831",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1475832","1475832","3-(Perfluoropropyl)propanol","679-02-7","DTXSID60379269","1475832",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1475833","1475833","Bis(1H,1H-perfluoropropyl)amine","883498-76-8","DTXSID50381992","1475833",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1475834","1475834","1-Propenylperfluoropropane","355-95-3","DTXSID70379270","1475834",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1475835","1475835","1,1,1,3,3-Pentafluorobutane","406-58-6","DTXSID5073901","1475835",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1475836","1475836","Perfluoro-3,6-dioxaoctane-1,8-dioic acid","55621-21-1","DTXSID20375106","1475836",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1475837","1475837","3-(Perfluoroisopropyl)-2-propenoic acid","243139-64-2","DTXSID40380257","1475837",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1475838","1475838","6H-Perfluorohex-1-ene","1767-94-8","DTXSID10379850","1475838",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1475839","1475839","Octafluoroadipamide","355-66-8","DTXSID80310730","1475839",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1475840","1475840","Pentafluoropropanoic anhydride","356-42-3","DTXSID70870515","1475840",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1475841","1475841","Flurothyl","333-36-8","DTXSID5046516","1475841",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1475842","1475842","tris(Trifluoroethoxy)methane","58244-27-2","DTXSID30395037","1475842",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1475843","1475843","4:2 Fluorotelomer sulfonic acid","757124-72-4","DTXSID30891564","1475843",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1475844","1475844","Perfluoro-3,6,9-trioxatridecanoic acid","330562-41-9","DTXSID50375114","1475844",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1475845","1475845","Methyl perfluorohexanoate","424-18-0","DTXSID20335700","1475845",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1475846","1475846","Perfluorooctanesulfonic acid","1763-23-1","DTXSID3031864","1475846",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1475847","1475847","Perfluorononanoic acid","375-95-1","DTXSID8031863","1475847",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1475848","1475848","Perfluoro-2-methyl-3-oxahexanoic acid","13252-13-6","DTXSID70880215","1475848",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1475849","1475849","Perfluoro(propyl vinyl ether)","1623-05-8","DTXSID0061826","1475849",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1475850","1475850","Perfluoro(4-methoxybutanoic) acid","863090-89-5","DTXSID60500450","1475850",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1475851","1475851","4:2 Fluorotelomer alcohol","2043-47-2","DTXSID1062122","1475851",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1475852","1475852","Perfluorobutyraldehyde","375-02-0","DTXSID10190946","1475852",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1475853","1475853","Heptafluorobutyryl methyl ester","356-24-1","DTXSID4059881","1475853",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1475854","1475854","2,2-Difluoroethyl triflate","74427-22-8","DTXSID30378880","1475854",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1475855","1475855","N-Methylperfluorooctanesulfonamide","31506-32-8","DTXSID1067629","1475855",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1475856","1475856","Potassium perfluorooctanesulfonate","2795-39-3","DTXSID8037706","1475856",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1475857","1475857","1H,1H,8H,8H-Perfluoro-3,6-dioxaoctane-1,8-diol","129301-42-4","DTXSID70381090","1475857",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1475858","1475858","11:1 Fluorotelomer alcohol","423-65-4","DTXSID80375107","1475858",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1475859","1475859","Perfluorooctanesulfonamide","754-91-6","DTXSID3038939","1475859",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1475860","1475860","8:2 Fluorotelomer alcohol","678-39-7","DTXSID7029904","1475860",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1475861","1475861","Potassium perfluorohexanesulfonate","3871-99-6","DTXSID3037709","1475861",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1483026","1483026","6:2 Fluorotelomer methacrylate","2144-53-8","DTXSID3047558","1483026",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1483027","1483027","3,3,4,4,5,5,6,6,6-Nonafluorohexene","19430-93-4","DTXSID6047575","1483027",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1483028","1483028","2H,2H,3H,3H-Perfluorooctanoic acid","914637-49-3","DTXSID20874028","1483028",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1483029","1483029","Perfluorobutanoic acid","375-22-4","DTXSID4059916","1483029",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1483030","1483030","5H-Octafluoropentanoyl fluoride","813-03-6","DTXSID70379730","1483030",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1483031","1483031","Perfluorobutanesulfonyl fluoride","375-72-4","DTXSID20861913","1483031",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1483032","1483032","Difluoromethyl 1H,1H-perfluoropropyl ether","56860-81-2","DTXSID0074059","1483032",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1483033","1483033","Hexafluoroamylene glycol","376-90-9","DTXSID3059927","1483033",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1483034","1483034","5H-Perfluoropentanal","2648-47-7","DTXSID20337466","1483034",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1483035","1483035","Perfluorobutanesulfonic acid","375-73-5","DTXSID5030030","1483035",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1483036","1483036","N-Ethylperfluorooctanesulfonamide","4151-50-2","DTXSID1032646","1483036",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1483037","1483037","Perfluorooctanesulfonamido ammonium iodide","1652-63-7","DTXSID8051419","1483037",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1483038","1483038","4H-Perfluorobutanoic acid","679-12-9","DTXSID50892417","1483038",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1483039","1483039","2-(Trifluoromethoxy)ethyl trifluoromethanesulfonate","329710-76-1","DTXSID00442840","1483039",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1483040","1483040","Allyl perfluoroisopropyl ether","15242-17-8","DTXSID10370988","1483040",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1483041","1483041","Ethyl perfluorobutyl ether","163702-05-4","DTXSID0073118","1483041",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1483042","1483042","Methyl perfluoroethyl ketone","374-41-4","DTXSID90285748","1483042",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1483043","1483043","Perfluoro-3,6-dioxaheptanoic acid","151772-58-6","DTXSID30382063","1483043",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1483044","1483044","Potassium perfluorobutanesulfonate","29420-49-3","DTXSID3037707","1483044",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1483045","1483045","6:2 Fluorotelomer alcohol","647-42-7","DTXSID5044572","1483045",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1483051","1483051","Ammonium perfluorooctanoate","3825-26-1","DTXSID8037708","1483051",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1483052","1483052","Perfluorooctanoic acid","335-67-1","DTXSID8031865","1483052",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1483053","1483053","Perfluorohexanoic acid","307-24-4","DTXSID3031862","1483053",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1483054","1483054","N-Ethyl-N-(2-hydroxyethyl)perfluorooctanesulfonamide","1691-99-2","DTXSID6027426","1483054",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1483055","1483055","Potassium perfluorohexanesulfonate","3871-99-6","DTXSID3037709","1483055",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","Acetaminophen","Acetaminophen","Acetaminophen","103-90-2","DTXSID2020006","EX000404","HTP_LOG","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx",NA
"PFAS2018","Bisphenol A","Bisphenol A","Bisphenol A","80-05-7","DTXSID7020182","EX000420","HTP_LOG","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx",NA
"PFAS2018","Loperamide","4-(4-Chlorophenyl)-4-hydroxy-N,N-dimethyl-alpha,alpha-diphenylpiperidine-1-butyramide monohydrochloride","4-(4-Chlorophenyl)-4-hydroxy-N,N-dimethyl-alpha,alpha-diphenylpiperidine-1-butyramide monohydrochloride","34552-83-5","DTXSID00880006","EX000411","HTP_LOG","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Lot # BCBP2026 (see 2018114 lab notebook) matches Lot # in L:\Lab\NHEERL_MEA\Project - Glufosinate\Documents\Loperamide_CoA.pdf"
"ToxCast2016","1,1,2,2-Tetrahydroperfluoro-1-decanol - TP0001411","Clotrimazole","Clotrimazole","23593-75-1","DTXSID7029871","TP0001411E01","TP0001411","EPA_11024_TShafer_384ph2_75ul_13May2015.xlsx","See lab noteook 20171011. TP0001411 + ToxCast Plate Location E01 corresponds to Clotrimazole; Lab Notebook ToxCast Plate ID indicates TP0001411 E01"
"ToxCast2016","17beta Estradiol","17beta-Estradiol","17beta-Estradiol","50-28-2","DTXSID0020573","TP0001649G08","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",""
"ToxCast2016","1H,1H,2H,2H-Perfluorooctyl iodide - TP0001413","1H,1H,2H,2H-Perfluorooctyl iodide","1H,1H,2H,2H-Perfluorooctyl iodide","2043-57-4","DTXSID2047565","TP0001413A04","TP0001413","EPA_11024_TShafer_384ph2_75ul_13May2015.xlsx",""
"ToxCast2016","3 Iodo 2 propynyl N butylcarbamate,IPBC","3-Iodo-2-propynyl-N-butylcarbamate","3-Iodo-2-propynyl-N-butylcarbamate","55406-53-6","DTXSID0028038","TP0001649E01","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","these names are listed in the same chemical row in the Shafer 2019 paper Table 1 as the PREFERRED_NAME and Common name"
"ToxCast2016","6-Methyl-2-thiouracil","6-Methyl-2-thiouracil","6-Methyl-2-thiouracil","56-04-2","DTXSID2020890","TP0001649A12","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","6-propyl-2-thiouracil,6 Propyl 2 thiouracil","6-Propyl-2-thiouracil","6-Propyl-2-thiouracil","51-52-5","DTXSID5021209","TP0001649B07","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",""
"ToxCast2016","Abamectin","Abamectin","Abamectin","71751-41-2","DTXSID8023892","TP0001649H03","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Acenaphthene","Acenaphthene","Acenaphthene","83-32-9","DTXSID3021774","TP0001649D09","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Acenaphthylene","Acenaphthylene","Acenaphthylene","208-96-8","DTXSID3023845","TP0001649H08","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Aldrin","Aldrin","Aldrin","309-00-2","DTXSID8020040","TP0001649G11","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Allethrin","Allethrin","Allethrin","584-79-2","DTXSID8035180","TP0001649F12","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Aspirin","Aspirin","Aspirin","50-78-2","DTXSID5020108","TP0001649G04","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Atrazine","Atrazine","Atrazine","1912-24-9","DTXSID9020112","TP0001649E05","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Azoxystrobin","Azoxystrobin","Azoxystrobin","131860-33-8","DTXSID0032520","TP0001649G05","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Benz(a)anthracene","Benz(a)anthracene","Benz(a)anthracene","56-55-3","DTXSID5023902","TP0001649B04","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Benzo(b)fluoranthene","Benzo(b)fluoranthene","Benzo(b)fluoranthene","205-99-2","DTXSID0023907","TP0001649G02","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Bifenthrin","Bifenthrin","Bifenthrin","82657-04-3","DTXSID9020160","TP0001649H07","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Bisphenol AF","Bisphenol AF","Bisphenol AF","1478-61-1","DTXSID7037717","TP0001649A01","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Bisphenol B","Bisphenol B","Bisphenol B","77-40-7","DTXSID4022442","TP0001649H02","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Boric acid","Boric acid","Boric acid","10043-35-3","DTXSID1020194","TP0001649F05","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Boscalid","Boscalid","Boscalid","188425-85-6","DTXSID6034392","TP0001649B09","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Busulfan","Busulfan","Busulfan","55-98-1","DTXSID3020910","TP0001649A05","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","CP-409092","CP-409092","CP-409092","194098-25-4","DTXSID2047276","TP0001649A06","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","CP-457920","CP-457920","CP-457920","220860-50-4","DTXSID4047254","TP0001649C04","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Captan","Captan","Captan","133-06-2","DTXSID9020243","TP0001649F11","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Carbofuran","Carbofuran","Carbofuran","1563-66-2","DTXSID9020249","TP0001649E04","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Cariporide mesylate","Cariporide mesylate","Cariporide mesylate","159138-81-5","DTXSID3047344","TP0001649G07","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Chlordane","Chlordane","Chlordane","57-74-9","DTXSID7020267","TP0001649C05","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Chlorendic acid","Chlorendic acid","Chlorendic acid","115-28-6","DTXSID2020268","TP0001649F01","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Clodinafop-propargyl","Clodinafop-propargyl","Clodinafop-propargyl","105512-06-9","DTXSID6032354","TP0001649C01","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Cloprop","Cloprop","Cloprop","101-10-0","DTXSID9034232","TP0001649D06","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Clothiandin","Clothianidin","Clothianidin","210880-92-5","DTXSID2034465","TP0001649F07","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","spelling"
"ToxCast2016","Clove leaf oil","Clove leaf oil","Clove leaf oil","8000-34-8","DTXSID8044175","TP0001649E02","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Cyfluthrin","Cyfluthrin","Cyfluthrin","68359-37-5","DTXSID5035957","TP0001649F02","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Cymoxanil","Cymoxanil","Cymoxanil","57966-95-7","DTXSID6032358","TP0001649H09","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","D-Mannitol","D-Mannitol","D-Mannitol","69-65-8","DTXSID1023235","TP0001649B08","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Diphenhydramine","Diphenhydramine hydrochloride","Diphenhydramine hydrochloride","147-24-0","DTXSID4020537","TP0001649G01","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","these names are listed in the same chemical row in the Shafer 2019 paper as the PREFERRED_NAME and Common name"
"ToxCast2016","Disulfiram - ToxCast G-8","Disulfiram","Disulfiram","97-77-8","DTXSID1021322","TP0001649E11","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","In 20171011, Disulfiram was tested alongside compounds from other sources. This sample of Disulfiram is from ToxCast, plate location: H1"
"ToxCast2016","Disulfoton","Disulfoton","Disulfoton","298-04-4","DTXSID0022018","TP0001649F06","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","EPTC","EPTC","EPTC","759-94-4","DTXSID1024091","TP0001649A04","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Enadoline","Enadoline","Enadoline","124378-77-4","DTXSID4047258","TP0001649C12","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Endosulfan","Endosulfan","Endosulfan","115-29-7","DTXSID1020560","TP0001649G06","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Endrin","Endrin","Endrin","72-20-8","DTXSID6020561","TP0001649G09","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Erythromycin","Erythromycin","Erythromycin","114-07-8","DTXSID4022991","TP0001649D07","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Esfenvalerate","Esfenvalerate","Esfenvalerate","66230-04-4","DTXSID4032667","TP0001649C10","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Etofenprox","Etofenprox","Etofenprox","80844-07-1","DTXSID9032610","TP0001649H10","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Eugenol","Eugenol","Eugenol","97-53-0","DTXSID9020617","TP0001649B10","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","FR140423","FR140423","FR140423","151506-44-4","DTXSID6048175","TP0001649H06","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Fenamiphos","Fenamiphos","Fenamiphos","22224-92-6","DTXSID3024102","TP0001649D05","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Fenitrothion","Fenitrothion","Fenitrothion","122-14-5","DTXSID4032613","TP0001649F08","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Fenpropathrin","Fenpropathrin","Fenpropathrin","39515-41-8","DTXSID0024002","TP0001649B05","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Flufenacet","Flufenacet","Flufenacet","142459-58-3","DTXSID2032552","TP0001649F04","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Fluorene","Fluorene","Fluorene","86-73-7","DTXSID8024105","TP0001649H04","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Fluoxastrobin","Fluoxastrobin","Fluoxastrobin","361377-29-9","DTXSID2034625","TP0001649C07","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Folic acid","Folic acid","Folic acid","59-30-3","DTXSID0022519","TP0001649H05","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Glycerol","Glycerol","Glycerol","56-81-5","DTXSID9020663","TP0001649C06","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","HPTE","2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane","2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane","2971-36-0","DTXSID8022325","TP0001649F03","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","these names are listed in the same chemical row in the Shafer 2019 paper as the PREFERRED_NAME and Common name"
"ToxCast2016","Kepone","Kepone","Kepone","143-50-0","DTXSID1020770","TP0001649G12","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Lovastatin","Lovastatin","Lovastatin","75330-75-5","DTXSID5020784","TP0001649D08","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","MGK 264","MGK-264","MGK-264","113-48-4","DTXSID6032562","TP0001649H11","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",""
"ToxCast2016","Mancozeb","Mancozeb","Mancozeb","8018-01-7","DTXSID0034695","TP0001649B02","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Mercuric chloride","Mercuric chloride","Mercuric chloride","7487-94-7","DTXSID5020811","TP0001649C11","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Methadone","Methadone hydrochloride","Methadone hydrochloride","1095-90-5","DTXSID2020501","TP0001649D10","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","these names are listed in the same chemical row in the Shafer 2019 paper as teh PREFERRED_NAME and Common name"
"ToxCast2016","Methimazole","Methimazole","Methimazole","60-56-0","DTXSID4020820","TP0001649D01","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Methoxychlor","Methoxychlor","Methoxychlor","72-43-5","DTXSID9020827","TP0001649E06","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Mirex","Mirex","Mirex","2385-85-5","DTXSID7020895","TP0001649A02","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Molinate","Molinate","Molinate","2212-67-1","DTXSID6024206","TP0001649A10","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Parathion","Parathion","Parathion","56-38-2","DTXSID7021100","TP0001649B11","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Perfluoroundecanoic acid - TP0001411","Perfluoroundecanoic acid","Perfluoroundecanoic acid","2058-94-8","DTXSID8047553","TP0001411E11","TP0001411","EPA_11024_TShafer_384ph2_75ul_13May2015.xlsx",""
"ToxCast2016","PharmaGSID_47330","PharmaGSID_47330","PharmaGSID_47330","NOCAS_47330","DTXSID9047330","TP0001649B06","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Phenanthrene","Phenanthrene","Phenanthrene","85-01-8","DTXSID6024254","TP0001649D02","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Phenylmercuric acetate","Phenylmercuric acetate","Phenylmercuric acetate","62-38-4","DTXSID7021150","TP0001649D11","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Picoxystrobin","Picoxystrobin","Picoxystrobin","117428-22-5","DTXSID9047542","TP0001649A07","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Piperonyl butoxide","Piperonyl butoxide","Piperonyl butoxide","51-03-6","DTXSID1021166","TP0001649A08","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Prallethrin","Prallethrin","Prallethrin","23031-36-9","DTXSID0032572","TP0001649F10","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Pravastatin,Pravastin sodium","Pravastatin sodium","Pravastatin sodium","81131-70-6","DTXSID6047525","TP0001649E12","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","Pravastatin was not used in this dataset, only Pravastain sodium,spelling"
