"dataset","mea_treatment_name","updated_treatment_name","PREFERRED_NAME","casn","dsstox_substance_id","spid","ALIQUOT_PLATE_BARCODE","filename","notes","cultures","ALIQUOT_WELL_ID","ALIQUOT_SOLVENT","ALIQUOT_DATE","BOTTLE_ID","ALIQUOT_VIAL_BARCODE","LOCATION","MW","Supplier","Lot.Number","chid","chnm","Solvent.used"
"NTP91","2Ethylhexyl 2345 tetrabromobenzoate","2-Ethylhexyl-2,3,4,5-tetrabromobenzoate","2-Ethylhexyl 2,3,4,5-tetrabromobenzoate","183658-27-7","DTXSID9052686","EX000281",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","","20160720",NA,NA,NA,NA,NA,"A4",549.92,"Toronto Research Chemicals Inc.","3-JUZ-193-8",52686,"2-Ethylhexyl 2,3,4,5-tetrabromobenzoate",NA
"NTP91","2Ethylhexyl diphenyl phosphate","2-Ethylhexyl diphenyl phosphate","2-Ethylhexyl diphenyl phosphate","1241-94-7","DTXSID1025300","EX000280",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","","20160720",NA,NA,NA,NA,NA,"A3",362.41,"TCI America","BKUNE",25300,"2-Ethylhexyl diphenyl phosphate",NA
"NTP91","3,3'-Iminobispropanenitrile","3,3'-Iminobispropanenitrile","3,3'-Iminobispropanenitrile","111-94-4","DTXSID2041464","EX000287",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",NA,"20170913",NA,NA,NA,NA,NA,"A10",123.16,"TCI America","WN25D",41464,"3,3'-Iminobispropanenitrile",NA
"NTP91","4HCyclopenta def phenanthrene","4-H-Cyclopenta(d,e,f)phenanthrene","4H-Cyclopenta(def)phenanthrene","203-64-5","DTXSID1024887","EX000289",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","","20160803",NA,NA,NA,NA,NA,"A12",190.24,"Sigma-Aldrich","09321CD",24887,"4H-Cyclopenta(def)phenanthrene",NA
"NTP91","6 Hydroxydopamine hydrochloride","6-Hydroxydopamine hydrochloride","Oxidopamine hydrochloride","28094-15-7","DTXSID0045838","EX000291",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","","20161013",NA,NA,NA,NA,NA,"B2",205.64,"Sigma-Aldrich","MKBJ8207V",45838,"Oxidopamine hydrochloride",NA
"NTP91","6 Hydroxydopamine hydrochloride","6-Hydroxydopamine hydrochloride","Oxidopamine hydrochloride","28094-15-7","DTXSID0045838","EX000291",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","","20170913",NA,NA,NA,NA,NA,"B2",205.64,"Sigma-Aldrich","MKBJ8207V",45838,"Oxidopamine hydrochloride",NA
"NTP91","Acetic acid, manganese (2+) salt","Acetic acid, manganese (2+) salt","Manganese(II) acetate","638-38-0","DTXSID5027279","EX000296",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",NA,"20170913",NA,NA,NA,NA,NA,"B7",173.03,"Sigma-Aldrich","64196KJ",27279,"Manganese(II) acetate",NA
"NTP91","Acetylsalicylic acid","Acetylsalicylic acid","Aspirin","50-78-2","DTXSID5020108","EX000297",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",NA,"20161013,20170913",NA,NA,NA,NA,NA,"B8",180.16,"Sigma-Aldrich","048K0015",20108,"Aspirin",NA
"NTP91","Anthracene","Anthracene","Anthracene","120-12-7","DTXSID0023878","EX000301",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",NA,"20160803",NA,NA,NA,NA,NA,"B12",178.23,"Sigma-Aldrich","09924AJ",23878,"Anthracene",NA
"NTP91","Auramine","Auramine O","Auramine hydrochloride","2465-27-2","DTXSID9020114","EX000302",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","","20161013",NA,NA,NA,NA,NA,"C1",303.83,"Sigma-Aldrich","381389/1 ",20114,"Auramine hydrochloride",NA
"NTP91","Auramine","Auramine O","Auramine hydrochloride","2465-27-2","DTXSID9020114","EX000302",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","","20160907",NA,NA,NA,NA,NA,"C1",303.83,"Sigma-Aldrich","381389/1 ",20114,"Auramine hydrochloride",NA
"NTP91","Benzo a pyrene","Benzo(a)pyrene","Benzo(a)pyrene","50-32-8","DTXSID2020139","EX000304",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","","20160803",NA,NA,NA,NA,NA,"C3",252.31,"Sigma-Aldrich","077K1511",20139,"Benzo(a)pyrene",NA
"NTP91","Benzo e pyrene","Benzo(e)pyrene","Benzo(e)pyrene","192-97-2","DTXSID3023764","EX000306",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","","20160803",NA,NA,NA,NA,NA,"C5",252.31,"Sigma-Aldrich","06821EJ",23764,"Benzo(e)pyrene",NA
"NTP91","Benzo ghi perylene","Benzo[g,h,i]perylene","Benzo(g,h,i)perylene","191-24-2","DTXSID5023908","EX000308",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","","20160803",NA,NA,NA,NA,NA,"C7",276.33,"Sigma-Aldrich","025K3712",23908,"Benzo(g,h,i)perylene",NA
"NTP91","Benzo k fluoranthene","Benzo(k)fluoranthene","Benzo(k)fluoranthene","207-08-9","DTXSID0023909","EX000307",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","","20160803",NA,NA,NA,NA,NA,"C6",252.31,"Sigma-Aldrich","1281703",23909,"Benzo(k)fluoranthene",NA
"NTP91","Berberine chloride","Berberine chloride","Berberine chloride","633-65-8","DTXSID8024602","EX000309",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",NA,"20161013,20170913",NA,NA,NA,NA,NA,"C8",371.81,"Sigma-Aldrich","119H0687",24602,"Berberine chloride",NA
"NTP91","Bis 2 ethylhexyl tetrabromophthalate","Bis(2-ethylhexyl) tetrabromophthalate","Bis(2-ethylhexyl) tetrabromophthalate","26040-51-7","DTXSID7027887","EX000310",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","","20160720",NA,NA,NA,NA,NA,"C9",706.14,"Toronto Research Chemicals Inc.","10-SDJ-35-1",27887,"Bis(2-ethylhexyl) tetrabromophthalate",NA
"NTP91","Bisphenol AF","Bisphenol AF","Bisphenol AF","1478-61-1","DTXSID7037717","EX000313",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",NA,"20161013",NA,NA,NA,NA,NA,"C12",336.23,"Sigma-Aldrich","12710JB",37717,"Bisphenol AF",NA
"NTP91","Bisphenol S","Bisphenol S","4,4'-Sulfonyldiphenol","80-09-1","DTXSID3022409","EX000314",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",NA,"20161013",NA,NA,NA,NA,NA,"D1",250.27,"Sigma-Aldrich","MKAA3505",22409,"4,4'-Sulfonyldiphenol",NA
"NTP91","Captan","Captan","Captan","133-06-2","DTXSID9020243","EX000316",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",NA,"20161013",NA,NA,NA,NA,NA,"D3",300.59,"Sigma-Aldrich","0098X",20243,"Captan",NA
"NTP91","Carbamic acid,Carbamic acid butyl 3iodo2propynyl ester","Carbamic acid, butyl-, 3-iodo-2-propynyl ester","3-Iodo-2-propynyl-N-butylcarbamate","55406-53-6","DTXSID0028038","EX000317",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",",20160907 - labelled as ""Carbamic acid"" in maestro experiment log, but as ""Carbamic acid, butyl-, 3-iodo-2-propynyl ester"" in lab notebook","20160907",NA,NA,NA,NA,NA,"D4",281.09,"Sigma-Aldrich","00616EJ",28038,"3-Iodo-2-propynyl-N-butylcarbamate",NA
"NTP91","Carbamic acid,Carbamic acid butyl 3iodo2propynyl ester","Carbamic acid, butyl-, 3-iodo-2-propynyl ester","3-Iodo-2-propynyl-N-butylcarbamate","55406-53-6","DTXSID0028038","EX000317",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",",20160907 - labelled as ""Carbamic acid"" in maestro experiment log, but as ""Carbamic acid, butyl-, 3-iodo-2-propynyl ester"" in lab notebook","20161013",NA,NA,NA,NA,NA,"D4",281.09,"Sigma-Aldrich","00616EJ",28038,"3-Iodo-2-propynyl-N-butylcarbamate",NA
"NTP91","Chrysene","Chrysene","Chrysene","218-01-9","DTXSID0022432","EX000320",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",NA,"20160803",NA,NA,NA,NA,NA,"D7",228.29,"Supelco","LC13564V",22432,"Chrysene",NA
"NTP91","D Glucitol","D-Glucitol","D-Glucitol","50-70-4","DTXSID5023588","EX000322",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","","20160907",NA,NA,NA,NA,NA,"D9",182.17,"Sigma-Aldrich","1409745",23588,"D-Glucitol",NA
"NTP91","Di 2ethylhexyl phthalate","Di(2-ethylhexyl) phthalate","Di(2-ethylhexyl) phthalate","117-81-7","DTXSID5020607","EX000324",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","","20161013",NA,NA,NA,NA,NA,"D11",390.56,"NTP","H810626",20607,"Di(2-ethylhexyl) phthalate",NA
"NTP91","Dibenz ac anthracene","Dibenz[a,c]anthracene","Dibenz[a,c]anthracene","215-58-7","DTXSID9049245","EX000327",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","","20160803",NA,NA,NA,NA,NA,"E2",278.35,"MRIGlobal","ET11-106-1",49245,"Dibenz[a,c]anthracene",NA
"NTP91","Dibenz ah anthracene","Dibenz(a,h)anthracene","Dibenz(a,h)anthracene","53-70-3","DTXSID9020409","EX000326",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","","20160803",NA,NA,NA,NA,NA,"E1",278.35,"Supelco","LB61760",20409,"Dibenz(a,h)anthracene",NA
"NTP91","Dichlorodiphenyltrichloroethane","Dichlorodiphenyltrichloroethane","DDT","50-29-3","DTXSID4020375","EX000328",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",NA,"20161013,20170913",NA,NA,NA,NA,NA,"E3",354.49,"Sigma-Aldrich","02230KY",20375,"DDT",NA
"NTP91","Estradiol","Estradiol","17beta-Estradiol","50-28-2","DTXSID0020573","EX000331",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",NA,"20160907,20170913",NA,NA,NA,NA,NA,"E6",272.39,"Spectrum Chemical Mfg. Corp.","KB183",20573,"17beta-Estradiol",NA
"NTP91","Firemaster","Firemaster 550","Firemaster 550","860302-33-6","DTXSID70880073","EX000332",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","","20160720",NA,NA,NA,NA,NA,"E7",480.57,"Chemtura Corporation","4700OI01A",880073,"Firemaster 550",NA
"NTP91","Hexachlorophene","Hexachlorophene","Hexachlorophene","70-30-4","DTXSID6020690","EX000335",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",NA,"20160907,20170913",NA,NA,NA,NA,NA,"E10",406.9,"Sigma-Aldrich","09709MY",20690,"Hexachlorophene",NA
"NTP91","Isodecyl diphenyl phosphate","Isodecyl diphenyl phosphate","Isodecyl diphenyl phosphate","29761-21-5","DTXSID3025465","EX000337",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",NA,"20160720",NA,NA,NA,NA,NA,"E12",390.45,"Bayville Chemical Supply Company, Inc.","122AI",25465,"Isodecyl diphenyl phosphate",NA
"NTP91","L Ascorbic acid","L-Ascorbic acid","L-Ascorbic acid","50-81-7","DTXSID5020106","EX000338",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","","20160907",NA,NA,NA,NA,NA,"F1",176.12,"Sigma-Aldrich","10126LB",20106,"L-Ascorbic acid",NA
"NTP91","Manganese tricarbonyl 12345 eta 1 methyl 24 cyclopentadien 1 yl","Manganese, tricarbonyl[(1,2,3,4,5-.eta.)-1-methyl-2,4-cyclopentadien-1-yl]-","(Methylcyclopentadienyl)tricarbonylmanganese","12108-13-3","DTXSID9027738","EX000341",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","","20160907",NA,NA,NA,NA,NA,"F4",218.09,"Alfa Aesar","G26S035",27738,"(Methylcyclopentadienyl)tricarbonylmanganese",NA
"NTP91","Naphthalene","Naphthalene","Naphthalene","91-20-3","DTXSID8020913","EX000344",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",NA,"20160803",NA,NA,NA,NA,NA,"F7",128.17,"Sigma-Aldrich","05306KJ",20913,"Naphthalene",NA
"NTP91","Parathion","Parathion","Parathion","56-38-2","DTXSID7021100","EX000345",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",NA,"20160907",NA,NA,NA,NA,NA,"F8",291.26,"ChemService, Inc.","343-149B",21100,"Parathion",NA
"NTP91","Permethrin","Permethrin","Permethrin","52645-53-1","DTXSID8022292","EX000346",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",NA,"20160907",NA,NA,NA,NA,NA,"F9",391.31,"Chem Service, Inc.","425-24A",22292,"Permethrin",NA
"NTP91","Phenanthrene","Phenanthrene","Phenanthrene","85-01-8","DTXSID6024254","EX000347",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",NA,"20160803",NA,NA,NA,NA,NA,"F10",178.23,"Sigma-Aldrich","10116CD",24254,"Phenanthrene",NA
"NTP91","Phenobarbital","Phenobarbital","Phenobarbital","50-06-6","DTXSID5021122","EX000348",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",NA,"20161013",NA,NA,NA,NA,NA,"F11",232.23,"Spectrum Chemical Mfg. Corp.","QI0645",21122,"Phenobarbital",NA
"NTP91","Phenol isopropylated phosphate","Phenol, isopropylated, phosphate (3:1)","Triphenyl phosphates isopropylated","68937-41-7","DTXSID4028880","EX000350",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","this is the only phosphate in the spidmap that would make sense","20160720",NA,NA,NA,NA,NA,"G1",452.52,"Amfinecom Inc.","CY100202",28880,"Triphenyl phosphates isopropylated",NA
"NTP91","Pyrene","Pyrene","Pyrene","129-00-0","DTXSID3024289","EX000351",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",NA,"20160803",NA,NA,NA,NA,NA,"G2",202.25,"Sigma-Aldrich","S22012",24289,"Pyrene",NA
"NTP91","Rotenone","Rotenone","Rotenone","83-79-4","DTXSID6021248","EX000352",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",NA,"20160907,20170913",NA,NA,NA,NA,NA,"G3",394.42,"Sigma-Aldrich","018K1160",21248,"Rotenone",NA
"NTP91","Tetraethylthiuram disulfide","Tetraethylthiuram disulfide","Tetraethylthiuram disulfide","97-77-8","DTXSID1021322","EX000356",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",NA,"20160907,20170913",NA,NA,NA,NA,NA,"G7",296.54,"Sigma-Aldrich","027K1529",21322,"Tetraethylthiuram disulfide",NA
"NTP91","Tricresyl phosphate","Tricresyl phosphate","Tris(methylphenyl) phosphate","1330-78-5","DTXSID4021391","EX000359",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",NA,"20160720",NA,NA,NA,NA,NA,"G10",368.36,"Sigma-Aldrich","02923JA",21391,"Tris(methylphenyl) phosphate",NA
"NTP91","Tris 2chloroisopropyl phosphate","Tris(2-chloroisopropyl) phosphate","Tris(2-chloroisopropyl)phosphate","13674-84-5","DTXSID5026259","EX000364",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","","20160720",NA,NA,NA,NA,NA,"H3",327.57,"Albemarle Corporation via MRIGlobal","M072911NP",26259,"Tris(2-chloroisopropyl)phosphate",NA
"NTP91","Valinomycin","Valinomycin","Valinomycin","2001-95-8","DTXSID9041150","EX000362",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","adding row to differentiate between ToxCast2016 Valinomycin treatment name","20161013",NA,NA,NA,NA,NA,"H1",1111.3,"Cayman Chemical Company","0476699",41150,"Valinomycin",NA
"NTP91","tert Butylphenyl diphenyl phosphate","tert-Butylphenyl diphenyl phosphate","tert-Butylphenyl diphenyl phosphate","56803-37-3","DTXSID6024701","EX000355",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","","20160720",NA,NA,NA,NA,NA,"G6",382.39,"MRIGlobal via Ubichem PLC","M062011NS",24701,"tert-Butylphenyl diphenyl phosphate",NA
"OPP2015","Acephate","Acephate","Acephate","30560-19-1","DTXSID8023846","TT0000177A04","TT0000177","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx",NA,"20151209","A04","DMSO","42192",NA,112920992,"",NA,NA,NA,23846,"Acephate",NA
"OPP2015","Bensulide","Bensulide","Bensulide","741-58-2","DTXSID9032329","TT0000177A03","TT0000177","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx",NA,"20151209,20160330","A03","DMSO","42179",NA,112921024,"",NA,NA,NA,32329,"Bensulide",NA
"OPP2015","Chlorethoxyfos","Chlorethoxyfos","Chlorethoxyfos","54593-83-8","DTXSID2032344","TT0000177G03","TT0000177","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx",NA,"20160413","G03","DMSO","42179",NA,112921047,"",NA,NA,NA,32344,"Chlorethoxyfos",NA
"OPP2015","Chlorpyrifos","Chlorpyrifos","Chlorpyrifos","2921-88-2","DTXSID4020458","TT0000177E02","TT0000177","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx",NA,"20160217","E02","DMSO","42179",NA,112920977,"",NA,NA,NA,20458,"Chlorpyrifos",NA
"OPP2015","Chlorpyrifos oxon","Chlorpyrifos oxon","Chlorpyrifos oxon","5598-15-2","DTXSID1038666","TT0000177G02","TT0000177","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx",NA,"20160413","G02","DMSO","42179",NA,112921048,"",NA,NA,NA,38666,"Chlorpyrifos oxon",NA
"OPP2015","Coumaphos","Coumaphos","Coumaphos","56-72-4","DTXSID2020347","TT0000177A02","TT0000177","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx",NA,"20151209","A02","DMSO","42179",NA,112921025,"",NA,NA,NA,20347,"Coumaphos",NA
"OPP2015","Diazonon","Diazinon","Diazinon","333-41-5","DTXSID9020407","TT0000177H01","TT0000177","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx","when I google search for 'Diazonon', it redirects to 'Diazinon'","20160330","H01","DMSO","42179",NA,112921038,"",NA,NA,NA,20407,"Diazinon",NA
"OPP2015","Diazoxon","Diazoxon","Diazoxon","962-58-3","DTXSID5037523","TT0000177G01","TT0000177","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx",NA,"20160413","G01","DMSO","42179",NA,112921049,"",NA,NA,NA,37523,"Diazoxon",NA
"OPP2015","Dichlorvos","Dichlorvos","Dichlorvos","62-73-7","DTXSID5020449","TT0000177C01","TT0000177","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx",NA,"20160120","C01","DMSO","42179",NA,112921002,"",NA,NA,NA,20449,"Dichlorvos",NA
"OPP2015","Dicrotophos","Dicrotophos","Dicrotophos","141-66-2","DTXSID9023914","TT0000177H03","TT0000177","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx",NA,"20160330","H03","DMSO","42179",NA,112921040,"",NA,NA,NA,23914,"Dicrotophos",NA
"OPP2015","Dimethoate","Dimethoate","Dimethoate","60-51-5","DTXSID7020479","TT0000177H02","TT0000177","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx",NA,"20160330","H02","DMSO","42179",NA,112921039,"",NA,NA,NA,20479,"Dimethoate",NA
"OPP2015","Ethoprop","Ethoprop","Ethoprop","13194-48-4","DTXSID4032611","TT0000177D01","TT0000177","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx",NA,"20160217","D01","DMSO","42179",NA,112920989,"",NA,NA,NA,32611,"Ethoprop",NA
"OPP2015","Fosthiazate","Fosthiazate","Fosthiazate","98886-44-3","DTXSID0034930","TT0000177B04","TT0000177","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx",NA,"20160120","B04","DMSO","42179",NA,112921016,"",NA,NA,NA,34930,"Fosthiazate",NA
"OPP2015","Malathion","Malathion","Malathion","121-75-5","DTXSID4020791","TT0000177D02","TT0000177","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx",NA,"20160217","D02","DMSO","42179",NA,112920990,"",NA,NA,NA,20791,"Malathion",NA
"OPP2015","Malaxon","Malaoxon","Malaoxon","1634-78-2","DTXSID9020790","TT0000177B03","TT0000177","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx","'Malaxon' does not have any resutls in Google, I think this just a typo","20160120","B03","DMSO","42179",NA,112921015,"",NA,NA,NA,20790,"Malaoxon",NA
"OPP2015","Methamidophos","Methamidophos","Methamidophos","10265-92-6","DTXSID6024177","TT0000177B02","TT0000177","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx",NA,"20151209,20160330","B02","DMSO","42179",NA,112921014,"",NA,NA,NA,24177,"Methamidophos",NA
"OPP2015","Naled","Naled","Naled","300-76-5","DTXSID1024209","TT0000177E03","TT0000177","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx",NA,"20160217","E03","DMSO","42179",NA,112918385,"",NA,NA,NA,24209,"Naled",NA
"OPP2015","Omethoate","Omethoate","Omethoate","1113-02-6","DTXSID4037580","TT0000177C04","TT0000177","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx",NA,"20160120","C04","DMSO","42179",NA,112920999,"",NA,NA,NA,37580,"Omethoate",NA
"OPP2015","Phorate","Phorate","Phorate","298-02-2","DTXSID4032459","TT0000177F02","TT0000177","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx",NA,"20160413","F02","DMSO","42179",NA,112920966,"",NA,NA,NA,32459,"Phorate",NA
"OPP2015","Phosmet","Phosmet","Phosmet","732-11-6","DTXSID5024261","TT0000177C03","TT0000177","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx",NA,"20160120","C03","DMSO","42179",NA,112921000,"",NA,NA,NA,24261,"Phosmet",NA
"OPP2015","Pirimiphos-methyl","Pirimiphos-methyl","Pirimiphos-methyl","29232-93-7","DTXSID0024266","TT0000177D03","TT0000177","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx",NA,"20160217","D03","DMSO","42179",NA,112920991,"",NA,NA,NA,24266,"Pirimiphos-methyl",NA
"OPP2015","Profenofos","Profenofos","Profenofos","41198-08-7","DTXSID3032464","TT0000177A01","TT0000177","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx",NA,"20151209","A01","DMSO","42179",NA,112921026,"",NA,NA,NA,32464,"Profenofos",NA
"OPP2015","Tebupirimfos","Tebupirimfos","Tebupirimfos","96182-53-5","DTXSID1032482","TT0000177C02","TT0000177","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx",NA,"20160120","C02","DMSO","42179",NA,112921001,"",NA,NA,NA,32482,"Tebupirimfos",NA
"OPP2015","Terbufos","Terbufos","Terbufos","13071-79-9","DTXSID2022254","TT0000177E01","TT0000177","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx",NA,"20160217","E01","DMSO","42179",NA,112920978,"",NA,NA,NA,22254,"Terbufos",NA
"OPP2015","Tribufos","Tribufos","Tribufos","78-48-8","DTXSID1024174","TT0000177F03","TT0000177","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx",NA,"20160413","F03","DMSO","42179",NA,112920967,"",NA,NA,NA,24174,"Tribufos",NA
"OPP2015","Trichlorfon","Trichlorfon","Trichlorfon","52-68-6","DTXSID0021389","TT0000177F01","TT0000177","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx",NA,"20160413","F01","DMSO","42179",NA,112920965,"",NA,NA,NA,21389,"Trichlorfon",NA
"OPP2015","Z-tetrachlorvinphos","Z-Tetrachlorvinphos","Z-Tetrachlorvinphos","22248-79-9","DTXSID1032648","TT0000177B01","TT0000177","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx","capitalization","20151209,20160330","B01","DMSO","42179",NA,112921013,"",NA,NA,NA,32648,"Z-Tetrachlorvinphos",NA
"PFAS2018","1475812","1475812","2-Aminohexafluoropropan-2-ol","31253-34-6","DTXSID80382093","1475812",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20180801",NA,NA,NA,NA,1475812,"A1",183.053,NA,NA,382093,"2-Aminohexafluoropropan-2-ol",NA
"PFAS2018","1475813","1475813","2-Vinylperfluorobutane","239795-57-4","DTXSID50379359","1475813",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20181114",NA,NA,NA,NA,1475813,"A2",246.076,NA,NA,379359,"2-Vinylperfluorobutane",NA
"PFAS2018","1475814","1475814","1H,1H,5H-Perfluoropentanol","355-80-6","DTXSID0059879","1475814",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20181017",NA,NA,NA,NA,1475814,"A3",232.073,NA,NA,59879,"1H,1H,5H-Perfluoropentanol",NA
"PFAS2018","1475815","1475815","Methyl 2H,2H,3H,3H-perfluoroheptanoate","132424-36-3","DTXSID50441560","1475815",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20181017",NA,NA,NA,NA,1475815,"A4",306.128,NA,NA,441560,"Methyl 2H,2H,3H,3H-perfluoroheptanoate",NA
"PFAS2018","1475816","1475816","Heptafluorobutyramide","662-50-0","DTXSID2060965","1475816",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20180801",NA,NA,NA,NA,1475816,"A5",213.055,NA,NA,60965,"Heptafluorobutyramide",NA
"PFAS2018","1475817","1475817","4:4 Fluorotelomer alcohol","3792-02-7","DTXSID60377821","1475817",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20180801",NA,NA,NA,NA,1475817,"A6",292.145,NA,NA,377821,"4:4 Fluorotelomer alcohol",NA
"PFAS2018","1475818","1475818","3,3-Bis(trifluoromethyl)-2-propenoic acid","1763-28-6","DTXSID30170109","1475818",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20180801",NA,NA,NA,NA,1475818,"A7",208.059,NA,NA,170109,"3,3-Bis(trifluoromethyl)-2-propenoic acid",NA
"PFAS2018","1475819","1475819","Perfluoroisobutyl methyl ether","163702-08-7","DTXSID5042326","1475819",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20181017",NA,NA,NA,NA,1475819,"A8",250.064,NA,NA,42326,"Perfluoroisobutyl methyl ether",NA
"PFAS2018","1475820","1475820","1H,1H,7H-Dodecafluoro-1-heptanol","335-99-9","DTXSID9059832","1475820",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20180801",NA,NA,NA,NA,1475820,"A9",332.089,NA,NA,59832,"1H,1H,7H-Dodecafluoro-1-heptanol",NA
