"date","Plate.SN","well","treatment","dose","units","wllq_by_well","wllq_notes_by_well","meanfiringrate_auc","burst.per.min_auc","mean.isis_auc","per.spikes.in.burst_auc","mean.dur_auc","mean.IBIs_auc","nAE_auc","nABE_auc","ns.n_auc","ns.peak.m_auc","ns.durn.m_auc","ns.percent.of.spikes.in.ns_auc","ns.mean.insis_auc","ns.durn.sd_auc","ns.mean.spikes.in.ns_auc","r_auc","mi_auc"
"20220209","MW89-4613","D8","Glyphosate","30","uM","1","",4.246701,7.605238,0.152913,487.692119,2.528905,370.852048,49.5,30.5,64.5,56.954545,0.894268,107.098316,450.364062,0.176495,566.545455,1.835809,0.040799
"20211103","MW502622B","E8","Glyphosate","30","uM","1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20220209","MW89-4615","E8","Glyphosate","30","uM","1","",7.118062,10.112,0.06176,333.650233,1.7883,199.924833,80,60,135.5,89.602036,1.290497,112.549363,481.102143,0.156946,822.934659,2.287106,0.077802
"20211103","MW502622D","F8","Glyphosate","30","uM","1","",2.968404,2.31,0.085276,88.527,0.742,39.9385,19,4.5,0,0,0,0,0,0,0,0.008844,5e-06
"20220209","MW89-4616","F8","Glyphosate","30","uM","1","",4.856903,4.560769,0.043428,345.136346,2.6685,330.442615,58,22,73,52.438224,1.137237,75.851433,306.635417,0.379534,473.978764,2.198113,0.059855
"20211103","MW502622D","D8","Lindane","30","uM","1","",1.258339,0.27,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0
"20220209","MW89-4616","D8","Lindane","30","uM","1","",4.38436,6.4075,0.055689,385.93397,2.274053,297.375159,54,46.5,69,70.778846,1.461783,141.365558,545.375429,0.165239,693.751923,3.49973,0.073275
"20211103","MW507214B","E8","Lindane","30","uM","1","DIV9 estimated as median from corresponding wells of 20211103_MW502622B,20211103_MW502622D; ",2.509167,0.63,0.203442,5.589,1.3305,85.4385,3,1.5,0,0,0,0,0,0,0,-0.003171,8e-06
"20220209","MW89-4613","E8","Lindane","30","uM","1","",2.31705,3.617143,0.079179,389.64575,1.399,284.084625,35.5,20.5,51.5,48.576923,1.104958,119.409228,543.63825,0.302416,459.75,2.159075,0.028644
"20211103","MW502622B","F8","Lindane","30","uM","1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20220209","MW89-4615","F8","Lindane","30","uM","1","",2.948432,2.58,0.020183,135.790625,0.715375,57.732875,38,18,37,49.108696,1.814409,47.265566,57.603409,0.022433,521.152174,1.108588,0.029432
"20211103","MW502622B","D8","Rotenone","30","uM","1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20211103","MW502622D","E8","Rotenone","30","uM","1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20211103","MW507214B","F8","Rotenone","30","uM","1","DIV9 estimated as median from corresponding wells of 20211103_MW502622B,20211103_MW502622D; ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20211103","MW507214B","A8","Thiamethoxam","30","uM","1","DIV9 estimated as median from corresponding wells of 20211103_MW502622B,20211103_MW502622D; ",0.384732,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0
"20220209","MW89-4613","A8","Thiamethoxam","30","uM","1","",6.044261,4.579091,0.323652,157.162227,4.557227,91.080182,47.5,19,46,77.192308,1.88092,45.376922,1586.803,0.17433,615.192308,1.458593,0.041172
"20211103","MW502622B","B8","Thiamethoxam","30","uM","1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20220209","MW89-4615","B8","Thiamethoxam","30","uM","1","",8.907932,8.093681,0.31978,228.08575,4.174607,233.683357,71.5,37.5,112,89.036458,1.757664,69.361174,1104.916667,0.362727,909.416667,1.807329,0.083566
"20211103","MW502622D","C8","Thiamethoxam","30","uM","1","",2.287807,0.27,0.061001,22.8705,0.285,115.0905,14.5,1.5,0,0,0,0,0,0,0,0.0034,1.3e-05
"20220209","MW89-4616","C8","Thiamethoxam","30","uM","1","",15.285362,8.51478,0.057727,331.169335,1.925038,201.21517,87,54.5,135,85.386853,1.595128,113.564839,703.786842,0.292653,826.982759,2.098397,0.092182
"20211103","MW502622D","A8","Tributyltin Chloride","30","uM","1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20211103","MW507214B","B8","Tributyltin Chloride","30","uM","1","DIV9 estimated as median from corresponding wells of 20211103_MW502622B,20211103_MW502622D; ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20211103","MW502622B","C8","Tributyltin Chloride","30","uM","1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20220209","MW89-4615","D4","Rotenone","3e-04","uM","1","",4.949842,5.875534,0.124619,383.705182,3.246432,376.900659,77.5,45.5,85.5,80.028571,1.754781,98.760478,628.950899,0.356326,815.842857,2.261114,0.057347
"20220209","MW89-4616","E4","Rotenone","3e-04","uM","1","",5.080223,6.545625,0.062359,327.86575,2.491,229.8935,84,64,100,96,1.537717,122.080889,784.46369,0.366619,828.193446,2.416733,0.058332
"20220209","MW89-4613","F4","Rotenone","3e-04","uM","1","",6.191239,5.41,0.087127,306.229083,2.89125,157.480667,52,25.5,90,46.370833,1.141444,59.179677,202.157168,0.462344,391.2125,1.875092,0.072808
"20220209","MW89-4616","A3","Tributyltin Chloride","3e-04","uM","1","",5.890004,5.006923,0.052678,346.218023,2.415545,333.865591,56.5,44,105.5,73.972222,1.317707,90.056787,289.174587,0.176853,689.444444,1.986191,0.067662
"20220209","MW89-4613","B3","Tributyltin Chloride","3e-04","uM","1","",4.208248,4.599821,0.061085,338.513395,2.176563,259.202466,75.5,51.5,72,91.136364,1.259668,92.804105,1054.645192,0.214233,747.626263,2.094641,0.050968
"20220209","MW89-4615","C3","Tributyltin Chloride","3e-04","uM","1","",5.889944,5.638143,0.057281,338.324321,2.414179,306.510464,75.5,56,91,87.120833,1.819274,92.463561,801.712607,0.356867,851.870833,2.184215,0.067675
"20220209","MW89-4615","D1","Rotenone","3e-05","uM","1","",6.04761,5.254615,0.051981,316.78475,2.655115,252.90601,58,29.5,97,79.212766,1.351417,114.238095,1390.783016,0.332891,695.614657,2.269515,0.08208
"20220209","MW89-4616","E1","Rotenone","3e-05","uM","1","",6.593565,5.42,0.061549,346.764833,3.102167,244.3088,80,60,88.5,90.318182,1.721217,67.278941,1062.678041,0.311405,786.686603,2.125343,0.075843
"20220209","MW89-4613","F1","Rotenone","3e-05","uM","1","",3.558004,3.366,0.021723,140.05515,1.2336,61.0734,44,15,48.5,50.625,1.182613,85.679066,509.175815,0.087856,438.375,2.301502,0.04743
